movieId,title,genres,movieId_enc
82,Antonia's Line (Antonia) (1995),Comedy|Drama,76
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,77
84,Last Summer in the Hamptons (1995),Comedy|Drama,78
85,Angels and Insects (1995),Drama|Romance,79
86,White Squall (1996),Action|Adventure|Drama,80
87,Dunston Checks In (1996),Children|Comedy,81
88,Black Sheep (1996),Comedy,82
89,Nick of Time (1995),Action|Thriller,83
90,The Journey of August King (1995),Drama,84
92,Mary Reilly (1996),Drama|Horror|Thriller,85
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,86
94,Beautiful Girls (1996),Comedy|Drama|Romance,87
95,Broken Arrow (1996),Action|Adventure|Thriller,88
96,In the Bleak Midwinter (1995),Comedy|Drama,89
97,"Hate (Haine, La) (1995)",Crime|Drama,90
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,91
100,City Hall (1996),Drama|Thriller,92
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,93
102,Mr. Wrong (1996),Comedy,94
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,95
104,Happy Gilmore (1996),Comedy,96
105,"Bridges of Madison County, The (1995)",Drama|Romance,97
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,98
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,99
110,Braveheart (1995),Action|Drama|War,100
111,Taxi Driver (1976),Crime|Drama|Thriller,101
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,102
113,Before and After (1996),Drama|Mystery,103
114,Margaret's Museum (1995),Drama,104
116,Anne Frank Remembered (1995),Documentary,105
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,106
118,If Lucy Fell (1996),Comedy|Romance,107
119,"Steal Big, Steal Little (1995)",Comedy,108
121,"Boys of St. Vincent, The (1992)",Drama,109
122,Boomerang (1992),Comedy|Romance,110
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,111
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,112
125,Flirting With Disaster (1996),Comedy,113
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,114
129,Pie in the Sky (1996),Comedy|Romance,115
131,Frankie Starlight (1995),Drama|Romance,116
132,Jade (1995),Thriller,117
135,Down Periscope (1996),Comedy,118
137,Man of the Year (1995),Documentary,119
140,Up Close and Personal (1996),Drama|Romance,120
141,"Birdcage, The (1996)",Comedy,121
144,"Brothers McMullen, The (1995)",Comedy,122
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,123
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,124
147,"Basketball Diaries, The (1995)",Drama,125
148,"Awfully Big Adventure, An (1995)",Drama,126
149,Amateur (1994),Crime|Drama|Thriller,127
150,Apollo 13 (1995),Adventure|Drama|IMAX,128
151,Rob Roy (1995),Action|Drama|Romance|War,129
152,"Addiction, The (1995)",Drama|Horror,130
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,131
154,Beauty of the Day (Belle de jour) (1967),Drama,132
155,Beyond Rangoon (1995),Adventure|Drama|War,133
156,Blue in the Face (1995),Comedy|Drama,134
157,Canadian Bacon (1995),Comedy|War,135
158,Casper (1995),Adventure|Children,136
159,Clockers (1995),Crime|Drama|Mystery,137
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,138
161,Crimson Tide (1995),Drama|Thriller|War,139
162,Crumb (1994),Documentary,140
163,Desperado (1995),Action|Romance|Western,141
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,142
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,143
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,144
168,First Knight (1995),Action|Drama|Romance,145
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,146
170,Hackers (1995),Action|Adventure|Crime|Thriller,147
171,Jeffrey (1995),Comedy|Drama,148
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,149
173,Judge Dredd (1995),Action|Crime|Sci-Fi,150
174,Jury Duty (1995),Comedy,151
175,Kids (1995),Drama,152
176,Living in Oblivion (1995),Comedy,153
177,Lord of Illusions (1995),Horror,154
178,Love & Human Remains (1993),Comedy|Drama,155
179,Mad Love (1995),Drama|Romance,156
180,Mallrats (1995),Comedy|Romance,157
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,158
182,Moonlight and Valentino (1995),Drama|Romance,159
183,Mute Witness (1994),Comedy|Horror|Thriller,160
184,Nadja (1994),Drama,161
185,"Net, The (1995)",Action|Crime|Thriller,162
186,Nine Months (1995),Comedy|Romance,163
187,Party Girl (1995),Comedy,164
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,165
189,Reckless (1995),Comedy|Fantasy,166
190,Safe (1995),Thriller,167
191,"Scarlet Letter, The (1995)",Drama|Romance,168
193,Showgirls (1995),Drama,169
194,Smoke (1995),Comedy|Drama,170
195,Something to Talk About (1995),Comedy|Drama|Romance,171
196,Species (1995),Horror|Sci-Fi,172
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,173
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,174
200,"Tie That Binds, The (1995)",Thriller,175
201,Three Wishes (1995),Drama|Fantasy,176
202,Total Eclipse (1995),Drama|Romance,177
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,178
204,Under Siege 2: Dark Territory (1995),Action,179
205,Unstrung Heroes (1995),Comedy|Drama,180
206,Unzipped (1995),Documentary,181
207,"Walk in the Clouds, A (1995)",Drama|Romance,182
208,Waterworld (1995),Action|Adventure|Sci-Fi,183
209,White Man's Burden (1995),Drama,184
210,Wild Bill (1995),Western,185
211,"Browning Version, The (1994)",Drama,186
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,187
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,188
214,Before the Rain (Pred dozhdot) (1994),Drama|War,189
215,Before Sunrise (1995),Drama|Romance,190
216,Billy Madison (1995),Comedy,191
217,"Babysitter, The (1995)",Drama|Thriller,192
218,Boys on the Side (1995),Comedy|Drama,193
219,"Cure, The (1995)",Drama,194
220,Castle Freak (1995),Horror,195
222,Circle of Friends (1995),Drama|Romance,196
223,Clerks (1994),Comedy,197
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,198
225,Disclosure (1994),Drama|Thriller,199
227,Drop Zone (1994),Action|Thriller,200
228,Destiny Turns on the Radio (1995),Comedy,201
229,Death and the Maiden (1994),Drama|Thriller,202
230,Dolores Claiborne (1995),Drama|Thriller,203
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,204
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,205
233,Exotica (1994),Drama,206
234,Exit to Eden (1994),Comedy,207
235,Ed Wood (1994),Comedy|Drama,208
236,French Kiss (1995),Action|Comedy|Romance,209
237,Forget Paris (1995),Comedy|Romance,210
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,211
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,212
240,Hideaway (1995),Thriller,213
241,Fluke (1995),Children|Drama,214
242,Farinelli: il castrato (1994),Drama|Musical,215
243,Gordy (1995),Children|Comedy|Fantasy,216
244,Gumby: The Movie (1995),Animation|Children,217
245,The Glass Shield (1994),Crime|Drama,218
246,Hoop Dreams (1994),Documentary,219
247,Heavenly Creatures (1994),Crime|Drama,220
248,Houseguest (1994),Comedy,221
249,Immortal Beloved (1994),Drama|Romance,222
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,223
251,"Hunted, The (1995)",Action,224
252,I.Q. (1994),Comedy|Romance,225
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,226
254,Jefferson in Paris (1995),Drama,227
255,"Jerky Boys, The (1995)",Comedy,228
256,Junior (1994),Comedy|Sci-Fi,229
257,Just Cause (1995),Mystery|Thriller,230
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,231
259,Kiss of Death (1995),Crime|Drama|Thriller,232
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,233
261,Little Women (1994),Drama,234
262,"Little Princess, A (1995)",Children|Drama,235
263,Ladybird Ladybird (1994),Drama,236
264,"Enfer, L' (1994)",Drama,237
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,238
266,Legends of the Fall (1994),Drama|Romance|War|Western,239
267,Major Payne (1995),Comedy,240
268,Little Odessa (1994),Crime|Drama,241
269,My Crazy Life (Mi vida loca) (1993),Drama,242
270,Love Affair (1994),Drama|Romance,243
271,Losing Isaiah (1995),Drama,244
272,"Madness of King George, The (1994)",Comedy|Drama,245
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,246
274,Man of the House (1995),Comedy,247
275,Mixed Nuts (1994),Comedy,248
276,Milk Money (1994),Comedy|Romance,249
277,Miracle on 34th Street (1994),Drama,250
278,Miami Rhapsody (1995),Comedy,251
279,My Family (1995),Drama,252
280,Murder in the First (1995),Drama|Thriller,253
281,Nobody's Fool (1994),Comedy|Drama|Romance,254
282,Nell (1994),Drama,255
287,Nina Takes a Lover (1994),Comedy|Romance,256
288,Natural Born Killers (1994),Action|Crime|Thriller,257
289,Only You (1994),Comedy|Romance,258
290,Once Were Warriors (1994),Crime|Drama,259
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,260
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,261
294,"Perez Family, The (1995)",Comedy|Romance,262
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,263
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,264
297,Panther (1995),Drama,265
298,Pushing Hands (Tui shou) (1992),Drama,266
299,Priest (1994),Drama,267
300,Quiz Show (1994),Drama,268
301,Picture Bride (Bijo photo) (1994),Drama|Romance,269
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,270
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,271
304,Roommates (1995),Comedy|Drama,272
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,273
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,274
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,275
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,276
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,277
310,Rent-a-Kid (1995),Comedy,278
312,Stuart Saves His Family (1995),Comedy,279
313,"Swan Princess, The (1994)",Animation|Children,280
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,281
315,"Specialist, The (1994)",Action|Drama|Thriller,282
316,Stargate (1994),Action|Adventure|Sci-Fi,283
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,284
318,"Shawshank Redemption, The (1994)",Crime|Drama,285
319,Shallow Grave (1994),Comedy|Drama|Thriller,286
320,Suture (1993),Film-Noir|Thriller,287
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,288
322,Swimming with Sharks (1995),Comedy|Drama,289
324,"Sum of Us, The (1994)",Comedy|Drama,290
325,National Lampoon's Senior Trip (1995),Comedy,291
326,To Live (Huozhe) (1994),Drama,292
327,Tank Girl (1995),Action|Comedy|Sci-Fi,293
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,294
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,295
330,Tales from the Hood (1995),Action|Crime|Horror,296
331,Tom & Viv (1994),Drama,297
332,Village of the Damned (1995),Horror|Sci-Fi,298
333,Tommy Boy (1995),Comedy,299
334,Vanya on 42nd Street (1994),Drama,300
335,Underneath (1995),Mystery|Thriller,301
336,"Walking Dead, The (1995)",Drama|War,302
337,What's Eating Gilbert Grape (1993),Drama,303
338,Virtuosity (1995),Action|Sci-Fi|Thriller,304
339,While You Were Sleeping (1995),Comedy|Romance,305
340,"War, The (1994)",Adventure|Drama|War,306
341,Double Happiness (1994),Drama,307
342,Muriel's Wedding (1994),Comedy,308
343,"Baby-Sitters Club, The (1995)",Children,309
344,Ace Ventura: Pet Detective (1994),Comedy,310
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,311
346,Backbeat (1993),Drama|Musical,312
347,Bitter Moon (1992),Drama|Film-Noir|Romance,313
348,Bullets Over Broadway (1994),Comedy,314
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,315
350,"Client, The (1994)",Drama|Mystery|Thriller,316
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,317
352,Crooklyn (1994),Comedy|Drama,318
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,319
354,Cobb (1994),Drama,320
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,321
356,Forrest Gump (1994),Comedy|Drama|Romance|War,322
357,Four Weddings and a Funeral (1994),Comedy|Romance,323
358,Higher Learning (1995),Drama,324
359,I Like It Like That (1994),Comedy|Drama|Romance,325
360,I Love Trouble (1994),Action|Comedy,326
361,It Could Happen to You (1994),Comedy|Drama|Romance,327
362,"Jungle Book, The (1994)",Adventure|Children|Romance,328
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,329
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,330
365,Little Buddha (1993),Drama,331
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,332
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,333
368,Maverick (1994),Adventure|Comedy|Western,334
369,Mrs. Parker and the Vicious Circle (1994),Drama,335
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,336
371,"Paper, The (1994)",Comedy|Drama,337
372,Reality Bites (1994),Comedy|Drama|Romance,338
373,Red Rock West (1992),Thriller,339
374,Richie Rich (1994),Children|Comedy,340
375,Safe Passage (1994),Drama,341
376,"River Wild, The (1994)",Action|Thriller,342
377,Speed (1994),Action|Romance|Thriller,343
378,Speechless (1994),Comedy|Romance,344
379,Timecop (1994),Action|Sci-Fi|Thriller,345
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,346
381,When a Man Loves a Woman (1994),Drama|Romance,347
382,Wolf (1994),Drama|Horror|Romance|Thriller,348
383,Wyatt Earp (1994),Western,349
384,Bad Company (1995),Action|Crime|Drama,350
386,S.F.W. (1994),Drama,351
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,352
388,Boys Life (1995),Drama,353
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,354
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,355
391,Jason's Lyric (1994),Crime|Drama,356
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,357
393,Street Fighter (1994),Action|Adventure|Fantasy,358
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,359
407,In the Mouth of Madness (1995),Horror|Thriller,360
408,8 Seconds (1994),Drama,361
409,Above the Rim (1994),Crime|Drama,362
410,Addams Family Values (1993),Children|Comedy|Fantasy,363
412,"Age of Innocence, The (1993)",Drama,364
413,Airheads (1994),Comedy,365
414,"Air Up There, The (1994)",Comedy,366
415,Another Stakeout (1993),Comedy|Thriller,367
416,Bad Girls (1994),Western,368
417,Barcelona (1994),Comedy|Romance,369
418,Being Human (1993),Drama,370
419,"Beverly Hillbillies, The (1993)",Comedy,371
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,372
421,Black Beauty (1994),Adventure|Children|Drama,373
422,Blink (1994),Thriller,374
423,Blown Away (1994),Action|Thriller,375
424,Blue Chips (1994),Drama,376
425,Blue Sky (1994),Drama|Romance,377
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,378
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,379
428,"Bronx Tale, A (1993)",Drama,380
429,Cabin Boy (1994),Comedy,381
430,Calendar Girl (1993),Comedy|Drama,382
431,Carlito's Way (1993),Crime|Drama,383
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,384
433,Clean Slate (1994),Comedy,385
434,Cliffhanger (1993),Action|Adventure|Thriller,386
435,Coneheads (1993),Comedy|Sci-Fi,387
436,Color of Night (1994),Drama|Thriller,388
437,Cops and Robbersons (1994),Comedy,389
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,390
440,Dave (1993),Comedy|Romance,391
441,Dazed and Confused (1993),Comedy,392
442,Demolition Man (1993),Action|Adventure|Sci-Fi,393
443,"Endless Summer 2, The (1994)",Adventure|Documentary,394
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,395
445,Fatal Instinct (1993),Comedy,396
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,397
447,"Favor, The (1994)",Comedy|Romance,398
448,Fearless (1993),Drama,399
449,Fear of a Black Hat (1994),Comedy,400
450,With Honors (1994),Comedy|Drama,401
451,Flesh and Bone (1993),Drama|Mystery|Romance,402
452,Widows' Peak (1994),Drama,403
453,For Love or Money (1993),Comedy|Romance,404
454,"Firm, The (1993)",Drama|Thriller,405
455,Free Willy (1993),Adventure|Children|Drama,406
456,Fresh (1994),Crime|Drama|Thriller,407
457,"Fugitive, The (1993)",Thriller,408
458,Geronimo: An American Legend (1993),Drama|Western,409
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,410
460,Getting Even with Dad (1994),Comedy,411
461,Go Fish (1994),Drama|Romance,412
462,"Good Man in Africa, A (1994)",Action|Adventure,413
463,Guilty as Sin (1993),Crime|Drama|Thriller,414
464,Hard Target (1993),Action|Adventure|Crime|Thriller,415
465,Heaven & Earth (1993),Action|Drama|War,416
466,Hot Shots! Part Deux (1993),Action|Comedy|War,417
467,Live Nude Girls (1995),Comedy,418
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,419
469,"House of the Spirits, The (1993)",Drama|Romance,420
470,House Party 3 (1994),Comedy,421
471,"Hudsucker Proxy, The (1994)",Comedy,422
472,I'll Do Anything (1994),Comedy|Drama,423
473,In the Army Now (1994),Comedy|War,424
474,In the Line of Fire (1993),Action|Thriller,425
475,In the Name of the Father (1993),Drama,426
476,"Inkwell, The (1994)",Comedy|Drama,427
477,What's Love Got to Do with It? (1993),Drama|Musical,428
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,429
479,Judgment Night (1993),Action|Crime|Thriller,430
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,431
481,Kalifornia (1993),Drama|Thriller,432
482,Killing Zoe (1994),Crime|Drama|Thriller,433
483,King of the Hill (1993),Drama,434
484,Lassie (1994),Adventure|Children,435
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,436
486,Life with Mikey (1993),Comedy,437
487,Lightning Jack (1994),Comedy|Western,438
488,M. Butterfly (1993),Drama|Romance,439
489,Made in America (1993),Comedy,440
490,Malice (1993),Thriller,441
491,"Man Without a Face, The (1993)",Drama,442
492,Manhattan Murder Mystery (1993),Comedy|Mystery,443
493,Menace II Society (1993),Action|Crime|Drama,444
494,Executive Decision (1996),Action|Adventure|Thriller,445
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,446
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,447
497,Much Ado About Nothing (1993),Comedy|Romance,448
498,Mr. Jones (1993),Drama|Romance,449
499,Mr. Wonderful (1993),Comedy|Romance,450
500,Mrs. Doubtfire (1993),Comedy|Drama,451
501,Naked (1993),Drama,452
502,"Next Karate Kid, The (1994)",Action|Children|Romance,453
504,No Escape (1994),Action|Drama|Sci-Fi,454
505,North (1994),Comedy,455
506,Orlando (1992),Drama|Fantasy|Romance,456
507,"Perfect World, A (1993)",Crime|Drama|Thriller,457
508,Philadelphia (1993),Drama,458
509,"Piano, The (1993)",Drama|Romance,459
510,Poetic Justice (1993),Drama,460
511,"Program, The (1993)",Action|Drama,461
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,462
513,Radioland Murders (1994),Comedy|Mystery|Romance,463
514,"Ref, The (1994)",Comedy,464
515,"Remains of the Day, The (1993)",Drama|Romance,465
516,Renaissance Man (1994),Comedy|Drama,466
517,Rising Sun (1993),Action|Drama|Mystery,467
518,"Road to Wellville, The (1994)",Comedy,468
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,469
520,Robin Hood: Men in Tights (1993),Comedy,470
521,Romeo Is Bleeding (1993),Crime|Thriller,471
522,Romper Stomper (1992),Action|Drama,472
523,Ruby in Paradise (1993),Drama,473
524,Rudy (1993),Drama,474
525,"Saint of Fort Washington, The (1993)",Drama,475
527,Schindler's List (1993),Drama|War,476
528,"Scout, The (1994)",Comedy|Drama,477
529,Searching for Bobby Fischer (1993),Drama,478
531,"Secret Garden, The (1993)",Children|Drama,479
532,Serial Mom (1994),Comedy|Crime|Horror,480
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,481
534,Shadowlands (1993),Drama|Romance,482
535,Short Cuts (1993),Drama,483
536,"Simple Twist of Fate, A (1994)",Drama,484
537,Sirens (1994),Drama,485
538,Six Degrees of Separation (1993),Drama,486
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,487
540,Sliver (1993),Thriller,488
541,Blade Runner (1982),Action|Sci-Fi|Thriller,489
542,Son in Law (1993),Comedy|Drama|Romance,490
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,491
544,Striking Distance (1993),Action|Crime,492
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,493
547,Surviving the Game (1994),Action|Adventure|Thriller,494
548,Terminal Velocity (1994),Action|Mystery|Thriller,495
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,496
550,Threesome (1994),Comedy|Romance,497
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,498
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,499
553,Tombstone (1993),Action|Drama|Western,500
554,Trial by Jury (1994),Crime|Drama|Thriller,501
555,True Romance (1993),Crime|Thriller,502
556,"War Room, The (1993)",Documentary,503
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,504
561,Killer (Bulletproof Heart) (1994),Drama|Thriller,505
562,Welcome to the Dollhouse (1995),Comedy|Drama,506
563,Germinal (1993),Drama|Romance,507
564,Chasers (1994),Comedy,508
565,Cronos (1993),Drama|Horror,509
566,Naked in New York (1994),Comedy|Romance,510
567,Kika (1993),Comedy|Drama,511
568,Bhaji on the Beach (1993),Comedy|Drama,512
569,Little Big League (1994),Comedy|Drama,513
570,"Slingshot, The (Kådisbellan) (1993)",Comedy|Drama,514
571,"Wedding Gift, The (1994)",Drama|Romance,515
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,516
574,Spanking the Monkey (1994),Comedy|Drama,517
575,"Little Rascals, The (1994)",Children|Comedy,518
577,Andre (1994),Adventure|Children|Drama,519
580,Princess Caraboo (1994),Drama,520
581,"Celluloid Closet, The (1995)",Documentary,521
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,522
585,"Brady Bunch Movie, The (1995)",Comedy,523
586,Home Alone (1990),Children|Comedy,524
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,525
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,526
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,527
590,Dances with Wolves (1990),Adventure|Drama|Western,528
592,Batman (1989),Action|Crime|Thriller,529
